date_collected,title,account,author,publish_time,url,source_type,summary,tags,raw_html,article_markdown,comments_csv,comments_markdown,comment_count,comment_status,images,image_count,status
2026-06-15,,,,,﻿https://mp.weixin.qq.com/s/osJiVbXi0zSxt0H1ky-KYw,error,,,,,,,0,,,,fetch_failed: [Errno 22] Invalid argument: '\ufeffhttps:\\mp.weixin.qq.com\\s\\osJiVbXi0zSxt0H1ky-KYw'
