date_collected,title,account,author,publish_time,url,source_type,summary,tags,raw_html,article_markdown,comments_csv,comments_markdown,comment_count,comment_status,images,image_count,status
2026-06-03,2026-6-2 数据,爱在冰川,,2026-6-2,https://mp.weixin.qq.com/s/QruXWVRkSnKAPFsOXFWfOQ,url,2026-6-2 数据 爱在冰川 在小说阅读器读本章 去阅读 在小说阅读器中沉浸阅读 本复盘仅为鄙人的股市思考历程，非荐股，请勿跟票。 各 种 数 据 赚钱效应 趋势：↘ 涨停动因 闲 聊 （ 记录我自己明天观察的标的，非操作建议， 请勿跟票 ） ： 今天的市场就是和昨天的市场反一反， ai和科技股回流，抽血其他小票， 几大ai细分里面，板块指数最强的电容板块指数，也是今天走的最强的。 今天ai板块普涨之后，晚上发酵最强的还是ai， 所以到了这个节点，还是需要思考的问题就是昨天写的那个， 前两天的ai普跌只是资金扰...,,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/source.html,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/article.md,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/comments.csv,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/comments.md,0,comment_api_ret=-3: no session,C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-01.jpg|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-02.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-03.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-04.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-05.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-06.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-07.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-08.png|C:/Users/wtzhang12/Documents/Codex/2026-06-03/pinarocko346-creator-yc-buy-git-https/wechat-daily/raw/2026-06-03/2026-6-2-数据/images/image-09.gif,9,ok
